type,schedule_id,po_number,item_code,needed_qty,po_line_id,reason,increment_qty,remaining_qty
schedule,224,PO-MRP002389,BL50,,,no_po_line,,
schedule,226,PO-MRP002389,BL60,,,no_po_line,,
schedule,231,PO-MRP002389,BR60,,,no_po_line,,
schedule,250,PO-MRP002385,CR38,,,no_po_line,,
schedule,252,PO-MRP002385,SR38,,,no_po_line,,
schedule,254,PO-MRP002385,SR45,,,no_po_line,,
schedule,256,PO-MRP002385,SR60,,,no_po_line,,
schedule,269,PO-MRP002407,B61,,,no_po_line,,
schedule,271,PO-MRP002407,B73,,,no_po_line,,
schedule,274,PO-MRP002407,C13,,,no_po_line,,
schedule,277,PO-MRP002407,C69,,,no_po_line,,
schedule,279,PO-MRP002407,M69,,,no_po_line,,
schedule,282,PO-MRP002407,VT1,,,no_po_line,,
schedule,284,PO-MRP002407,VT8,,,no_po_line,,
schedule,287,PO-MRP002408,DT18,,,no_po_line,,
schedule,291,PO-MRP002408,DT17,,,no_po_line,,
schedule,296,PO-MRP002408,DT77,,,no_po_line,,
schedule,300,PO-MRP002389,BR60,,,no_po_line,,
schedule,1010,PO-MRP002407,B73,,,no_po_line,,
schedule,1013,PO-MRP002407,B61,,,no_po_line,,
schedule,1016,PO-MRP002408,DT17,,,no_po_line,,
schedule,1019,PO-MRP002385,SR60,,,no_po_line,,
schedule,1020,PO-MRP002385,CR38,,,no_po_line,,
schedule,1089,PO-MRP002407,B61,,,no_po_line,,
schedule,1092,PO-MRP002407,B61,,,no_po_line,,
schedule,1096,PO-MRP002407,B73,,,no_po_line,,
schedule,1099,PO-MRP002408,DT18,,,no_po_line,,
schedule,1126,PO-MRP002407,B61,,,no_po_line,,
schedule,1127,PO-MRP002407,B73,,,no_po_line,,
schedule,208,PO-MRP002387,BR10,,,no_po_line,,
schedule,210,PO-MRP002387,BR40,,,no_po_line,,
schedule,211,PO-MRP002387,BR45,,,no_po_line,,
schedule,212,PO-MRP002387,BR50,,,no_po_line,,
schedule,214,PO-MRP002387,BR60,,,no_po_line,,
schedule,217,PO-MRP002387,BR70,,,no_po_line,,
schedule,218,PO-MRP002387,BR80,,,no_po_line,,
schedule,219,PO-MRP002387,BR35,,,no_po_line,,
schedule,247,PO-MRP002385,SR20,,,no_po_line,,
schedule,257,PO-MRP002385,SR65,,,no_po_line,,
schedule,1022,PO-MRP002387,BR80,,,no_po_line,,
schedule,272,PO-MRP002407,B73,,,no_po_line,,
schedule,275,PO-MRP002407,C13,,,no_po_line,,
schedule,280,PO-MRP002407,M69,,,no_po_line,,
schedule,285,PO-MRP002407,VT8,,,no_po_line,,
schedule,288,PO-MRP002408,DT18,,,no_po_line,,
schedule,292,PO-MRP002408,DT17,,,no_po_line,,
schedule,1124,PO-MRP002407,B73,,,no_po_line,,
schedule,1024,PO-INIT-001,TEST-KB-001,,,no_po_line,,
schedule,1025,PO-REPLENISH-001,TEST-KB-001,,,no_po_line,,
schedule,1026,PO-INIT-20260207135200,TEST-KB-20260207135200,,,no_po_line,,
schedule,1027,PO-REPLENISH-20260207135200,TEST-KB-20260207135200,,,no_po_line,,
schedule,1028,PO-INIT-20260207135643,TEST-KB-20260207135643,,,no_po_line,,
schedule,1029,PO-REPLENISH-20260207135643,TEST-KB-20260207135643,,,no_po_line,,
schedule,209,PO-MRP002387,BR10,,,no_po_line,,
schedule,213,PO-MRP002387,BR50,,,no_po_line,,
schedule,215,PO-MRP002387,BR60,,,no_po_line,,
schedule,233,PO-MRP002390,R20 WIRE SWM-B Ø2.0 mm Coil,,,no_po_line,,
schedule,234,PO-MRP002390,R40,,,no_po_line,,
schedule,235,PO-MRP002390,BR45,,,no_po_line,,
schedule,237,PO-MRP002390,BR50,,,no_po_line,,
schedule,240,PO-MRP002390,BR60,,,no_po_line,,
schedule,243,PO-MRP002390,BR70,,,no_po_line,,
schedule,244,PO-MRP002390,BR10,,,no_po_line,,
schedule,289,PO-MRP002408,DT18,,,no_po_line,,
schedule,293,PO-MRP002408,DT17,,,no_po_line,,
schedule,1087,PO-MRP002390,BR10,,,no_po_line,,
schedule,1091,PO-MRP002390,BR10,,,no_po_line,,
schedule,1093,PO-MRP002390,R40,,,no_po_line,,
schedule,1094,PO-MRP002390,BR10,,,no_po_line,,
schedule,1095,PO-MRP002390,R40,,,no_po_line,,
schedule,1105,PO-MRP002390,BR10,,,no_po_line,,
schedule,1106,PO-MRP002390,BR10,,,no_po_line,,
schedule,216,PO-MRP002387,BR60,,,no_po_line,,
schedule,236,PO-MRP002390,BR45,,,no_po_line,,
schedule,238,PO-MRP002390,BR50,,,no_po_line,,
schedule,241,PO-MRP002390,BR60,,,no_po_line,,
schedule,294,PO-MRP002408,DT17,,,no_po_line,,
schedule,1100,PO-MRP002390,BR60,,,no_po_line,,
schedule,1101,PO-MRP002390,BR60,,,no_po_line,,
schedule,1102,PO-MRP002390,BR60,,,no_po_line,,
schedule,1120,PO-MRP002390,BR50,,,no_po_line,,
schedule,239,PO-MRP002390,BR50,,,no_po_line,,
schedule,242,PO-MRP002390,BR60,,,no_po_line,,
schedule,1079,PO-MRP002499,DT17,,,no_po_line,,
schedule,1084,PO-MRP002499,DT77,,,no_po_line,,
schedule,1057,PO-MRP002539,BR40,,,no_po_line,,
schedule,1058,PO-MRP002539,BR45,,,no_po_line,,
schedule,1059,PO-MRP002539,BR50,,,no_po_line,,
schedule,1060,PO-MRP002539,BR60,,,no_po_line,,
schedule,1061,PO-MRP002539,BR70,,,no_po_line,,
schedule,1062,PO-MRP002539,BR10,,,no_po_line,,
schedule,1063,PO-MRP002540,BR50,,,no_po_line,,
schedule,1064,PO-MRP002540,BR60,,,no_po_line,,
schedule,1075,PO-MRP002496,VT1,,,no_po_line,,
schedule,1107,PO-MRP002539,BR45,,,no_po_line,,
schedule,1118,PO-MRP002540,BR60,,,no_po_line,,
schedule,1125,PO-MRP002496,VT1,,,no_po_line,,
schedule,1130,PO-MRP002539,BR70,,,no_po_line,,
schedule,1131,PO-MRP002539,BR60,,,no_po_line,,
schedule,1066,PO-MRP002496,B61,,,no_po_line,,
schedule,1068,PO-MRP002496,B73,,,no_po_line,,
schedule,1071,PO-MRP002496,C69,,,no_po_line,,
schedule,1073,PO-MRP002496,M69,,,no_po_line,,
schedule,1076,PO-MRP002496,VT8,,,no_po_line,,
schedule,1103,PO-MRP002496,M69,,,no_po_line,,
schedule,1129,PO-MRP002496,M69,,,no_po_line,,
schedule,1049,PO-MRP002541,BR40,,,no_po_line,,
schedule,1050,PO-MRP002541,BR45,,,no_po_line,,
schedule,1051,PO-MRP002541,BR50,,,no_po_line,,
schedule,1053,PO-MRP002541,BR60,,,no_po_line,,
schedule,1055,PO-MRP002541,BR70,,,no_po_line,,
schedule,1056,PO-MRP002541,BR80,,,no_po_line,,
schedule,1065,PO-MRP002540,BR60,,,no_po_line,,
schedule,1067,PO-MRP002496,B61,,,no_po_line,,
schedule,1069,PO-MRP002496,B73,,,no_po_line,,
schedule,1072,PO-MRP002496,C69,,,no_po_line,,
schedule,1074,PO-MRP002496,M69,,,no_po_line,,
schedule,1077,PO-MRP002496,VT8,,,no_po_line,,
schedule,1080,PO-MRP002499,DT17,,,no_po_line,,
schedule,1085,PO-MRP002499,DT77,,,no_po_line,,
schedule,1098,PO-MRP002541,BR50,,,no_po_line,,
schedule,1109,PO-MRP002541,BR60,,,no_po_line,,
schedule,1110,PO-MRP002541,BR60,,,no_po_line,,
schedule,1111,PO-MRP002541,BR50,,,no_po_line,,
schedule,1112,PO-MRP002541,BR50,,,no_po_line,,
schedule,1113,PO-MRP002541,BR60,,,no_po_line,,
schedule,1119,PO-MRP002496,VT8,,,no_po_line,,
schedule,1121,PO-MRP002541,BR50,,,no_po_line,,
schedule,1122,PO-MRP002541,BR50,,,no_po_line,,
schedule,1132,PO-MRP002541,BR60,,,no_po_line,,
schedule,1048,PO-MRP002541,BR10,,,no_po_line,,
schedule,1052,PO-MRP002541,BR50,,,no_po_line,,
schedule,1054,PO-MRP002541,BR60,,,no_po_line,,
schedule,1070,PO-MRP002496,B73,,,no_po_line,,
schedule,1078,PO-MRP002496,VT8,,,no_po_line,,
schedule,1081,PO-MRP002499,DT17,,,no_po_line,,
schedule,1083,PO-MRP002499,DT18,,,no_po_line,,
schedule,1086,PO-MRP002499,DT77,,,no_po_line,,
schedule,1128,PO-MRP002496,B73,,,no_po_line,,
schedule,1082,PO-MRP002499,DT17,,,no_po_line,,
