type,schedule_id,po_number,item_code,needed_qty,po_line_id,reason,increment_qty,remaining_qty
schedule,172,PO-MRP002300,BR50,,,no_po_line,,
schedule,174,PO-MRP002300,BR60,,,no_po_line,,
schedule,184,PO-MRP002186,C13,,,no_po_line,,
schedule,191,PO-MRP002186,VT8,,,no_po_line,,
schedule,669,IST2601-170117-2MR,C87,,,no_po_line,,
schedule,670,IST3201-170117-2BT,STKM-600 Ø12 X 2.00 X 103,,,no_po_line,,
schedule,677,IST2601-170117-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,678,IST2601-170117-2MR,R40,,,no_po_line,,
schedule,679,IST3201-170117-2BT,R24,,,no_po_line,,
schedule,680,IST3201-170117-2BT,R26,,,no_po_line,,
schedule,681,IST2601-170117-2MR,R28,,,no_po_line,,
schedule,682,IST2601-170117-2MR,B46,,,no_po_line,,
schedule,683,IST3402-170117-2MR,VG99,,,no_po_line,,
schedule,689,IST2601-170117-2MR,DY17,,,no_po_line,,
schedule,690,IST2601-170117-2MR,B44,,,no_po_line,,
schedule,692,IST3402-170117-2MR,VG67,,,no_po_line,,
schedule,693,IST3201-170117-2BT,STKM-470 Ø14 X 1.35 X 776,,,no_po_line,,
schedule,694,IST2601-170117-2MR,M43,,,no_po_line,,
schedule,695,IST2601-170117-2MR,VT3,,,no_po_line,,
schedule,696,IST3201-170117-2BT,5X7,,,no_po_line,,
schedule,697,IST2601-170117-2MR,STKM-370 25.4 x 1.4 x 973,,,no_po_line,,
schedule,698,IST3201-170117-2BT,B14,,,no_po_line,,
schedule,699,IST3201-170117-2BT,B16,,,no_po_line,,
schedule,700,IST3201-170117-2BT,B13,,,no_po_line,,
schedule,705,IST3201-170117-2BT,STKM-650 Ø12 x 1.50 x 1034.0,,,no_po_line,,
schedule,706,IST3402-170117-2MR,VG66,,,no_po_line,,
schedule,707,IST2601-170117-2MR,AJ7,,,no_po_line,,
schedule,708,IST3402-170117-2MR,VG62,,,no_po_line,,
schedule,712,IST3201-170117-2BT,C99,,,no_po_line,,
schedule,713,IST3402-170117-2MR,VD03,,,no_po_line,,
schedule,714,IST3402-170117-2MR,VD43,,,no_po_line,,
schedule,715,IST3402-170117-2MR,VD64,,,no_po_line,,
schedule,716,IST3402-170117-2MR,VE87,,,no_po_line,,
schedule,717,IST3402-170117-2MR,VG07,,,no_po_line,,
schedule,741,IST2701-180100-2MR,PB1,,,no_po_line,,
schedule,139,PO-MRP002301,BR60,,,no_po_line,,
schedule,155,PO-MRP002283,SR38,,,no_po_line,,
schedule,161,PO-MRP002283,SR23,,,no_po_line,,
schedule,173,PO-MRP002300,BR50,,,no_po_line,,
schedule,175,PO-MRP002300,BR60,,,no_po_line,,
schedule,185,PO-MRP002186,C13,,,no_po_line,,
schedule,198,PO-MRP002327,B61,,,no_po_line,,
schedule,199,PO-MRP002327,B73,,,no_po_line,,
schedule,204,PO-MRP002327,C69,,,no_po_line,,
schedule,205,PO-MRP002327,VT8,,,no_po_line,,
schedule,206,PO-MRP002327,M69,,,no_po_line,,
schedule,668,IST2702-190117-2MR,9O9,,,no_po_line,,
schedule,675,IST2702-190117-2MR,STKM-13AC 25.4 x 1.40 x 456.6,,,no_po_line,,
schedule,676,IST2702-190117-2MR,SP4,,,no_po_line,,
schedule,684,IST2702-190117-2MR,BK2,,,no_po_line,,
schedule,685,IST2702-190117-2MR,BK8,,,no_po_line,,
schedule,686,IST2702-190117-2MR,BK10,,,no_po_line,,
schedule,687,IST2702-190117-2MR,BK4,,,no_po_line,,
schedule,688,IST2702-190117-2MR,BK5,,,no_po_line,,
schedule,701,IST2701-190117-2MR,PB6,,,no_po_line,,
schedule,702,IST2701-190117-2MR,SP8,,,no_po_line,,
schedule,703,IST2701-190117-2MR,HP8,,,no_po_line,,
schedule,704,IST2702-190117-2MR,FP9,,,no_po_line,,
schedule,709,IST2702-190117-2MR,BK3,,,no_po_line,,
schedule,710,IST2702-190117-2MR,BK1,,,no_po_line,,
schedule,711,IST2702-190117-2MR,BK0,,,no_po_line,,
schedule,720,IST2702-190118-2MR,9O9,,,no_po_line,,
schedule,721,IST2601-190118-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,722,IST3201-190118-2BT,R24,,,no_po_line,,
schedule,723,IST2601-190118-2MR,R28,,,no_po_line,,
schedule,724,IST2701-190118-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,,,no_po_line,,
schedule,725,IST2701-190118-2MR,STKM-11AC 19.1 X 1.2 X 2197.5,,,no_po_line,,
schedule,726,IST3402-190118-2MR,VD43,,,no_po_line,,
schedule,727,IST3402-190118-2MR,VD64,,,no_po_line,,
schedule,728,IST3402-190118-2MR,VE87,,,no_po_line,,
schedule,729,IST3402-190118-2MR,VG99,,,no_po_line,,
schedule,730,IST2601-190118-2MR,B46,,,no_po_line,,
schedule,731,IST2601-190118-2MR,B44,,,no_po_line,,
schedule,732,IST2602-190118-2MR,B56,,,no_po_line,,
schedule,733,IST3201-190118-2BT,C72,,,no_po_line,,
schedule,734,IST2602-190118-2MR,M43,,,no_po_line,,
schedule,735,IST2702-190118-2MR,STKM-11AC 12.0 x 0.8 x 900.0,,,no_po_line,,
schedule,736,IST3201-190118-2BT,B16,,,no_po_line,,
schedule,737,IST3201-190118-2BT,B13,,,no_po_line,,
schedule,738,IST3402-190118-2MR,VD03,,,no_po_line,,
schedule,739,IST2601-190118-2MR,AJ7,,,no_po_line,,
schedule,740,IST3201-190118-2BT,C99,,,no_po_line,,
schedule,776,IST4701-190100-2MR,SS05,,,no_po_line,,
schedule,1114,PO-MRP002327,VT8,,,no_po_line,,
schedule,1123,PO-MRP002327,VT8,,,no_po_line,,
schedule,742,IST2602-200119-2MR,B69,,,no_po_line,,
schedule,743,IST2602-200119-2MR,DF3,,,no_po_line,,
schedule,744,IST2702-200119-2MR,PB1,,,no_po_line,,
schedule,745,IST2601-200119-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,746,IST3201-200119-2BT,R25,,,no_po_line,,
schedule,747,IST3201-200119-2BT,R26,,,no_po_line,,
schedule,748,IST2702-200119-2MR,STKM-13AC 19.1 X 2.3 X 996.0,,,no_po_line,,
schedule,749,IST2701-200119-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,,,no_po_line,,
schedule,750,IST2601-200119-2MR,B74,,,no_po_line,,
schedule,751,IST2702-200119-2MR,BK2,,,no_po_line,,
schedule,752,IST2702-200119-2MR,BK8,,,no_po_line,,
schedule,753,IST2702-200119-2MR,BK10,,,no_po_line,,
schedule,754,IST2702-200119-2MR,BK5,,,no_po_line,,
schedule,755,IST2601-200119-2MR,B44,,,no_po_line,,
schedule,756,IST2602-200119-2MR,B56,,,no_po_line,,
schedule,757,IST3201-200119-2BT,C72,,,no_po_line,,
schedule,758,IST3201-200119-2BT,STKM-470 Ø14 X 1.35 X 776,,,no_po_line,,
schedule,759,IST2602-200119-2MR,B46,,,no_po_line,,
schedule,760,IST2602-200119-2MR,VT2,,,no_po_line,,
schedule,761,IST2702-200119-2MR,STKM-11AC 12.0 x 0.8 x 900.0,,,no_po_line,,
schedule,762,IST2702-200119-2MR,FP9,,,no_po_line,,
schedule,763,IST2601-200119-2MR,AJ7,,,no_po_line,,
schedule,764,IST2601-200119-2MR,AJ8,,,no_po_line,,
schedule,765,IST2702-200119-2MR,BK3,,,no_po_line,,
schedule,766,IST2702-200119-2MR,BK1,,,no_po_line,,
schedule,767,IST2702-200119-2MR,BK0,,,no_po_line,,
schedule,768,IST3201-200119-2BT,C99,,,no_po_line,,
schedule,769,IST3402-200119-2MR,VA65,,,no_po_line,,
schedule,770,IST3402-200119-2MR,VD43,,,no_po_line,,
schedule,771,IST3402-200119-2MR,VD64,,,no_po_line,,
schedule,772,IST3402-200119-2MR,VE87,,,no_po_line,,
schedule,773,IST3402-200119-2MR,VG99,,,no_po_line,,
schedule,774,IST3201-200119-2BT,R24,,,no_po_line,,
schedule,775,IST3201-200119-2BT,B13,,,no_po_line,,
schedule,777,IST4901-200100-2MR,BK9,,,no_po_line,,
schedule,778,IST3201-200100-2BT,C81,,,no_po_line,,
schedule,176,PO-MRP002300,BR60,,,no_po_line,,
schedule,200,PO-MRP002327,B73,,,no_po_line,,
schedule,202,PO-MRP002327,C13,,,no_po_line,,
schedule,207,PO-MRP002327,M69,,,no_po_line,,
schedule,779,IST4801-210121-2MR,B47,,,no_po_line,,
schedule,780,IST2602-210121-2MR,DZ0,,,no_po_line,,
schedule,781,IST4801-210121-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,782,IST3201-210121-2BT,R25,,,no_po_line,,
schedule,783,IST3201-210121-2BT,R26,,,no_po_line,,
schedule,784,IST2702-210121-2MR,STKM-13AC 15.9 X 1.4 X 535.0,,,no_po_line,,
schedule,785,IST3201-210121-2BT,STKM-600 Ø12 X 2.00 X 103,,,no_po_line,,
schedule,786,IST2702-210121-2MR,BK2,,,no_po_line,,
schedule,787,IST2702-210121-2MR,BK10,,,no_po_line,,
schedule,788,IST2702-210121-2MR,BK9,,,no_po_line,,
schedule,789,IST2602-210121-2MR,B44,,,no_po_line,,
schedule,790,IST2602-210121-2MR,C31,,,no_po_line,,
schedule,791,IST3201-210121-2BT,C72,,,no_po_line,,
schedule,792,IST3201-210121-2BT,STKM-470 Ø14 X 1.35 X 776,,,no_po_line,,
schedule,793,IST3201-210121-2BT,C81,,,no_po_line,,
schedule,794,IST4901-210121-2MR,FP0,,,no_po_line,,
schedule,795,IST3201-210121-2BT,B16,,,no_po_line,,
schedule,796,IST2702-210121-2MR,BK3,,,no_po_line,,
schedule,797,IST2702-210121-2MR,BK1,,,no_po_line,,
schedule,798,IST3201-210121-2BT,C99,,,no_po_line,,
schedule,799,IST3402-210121-2MR,VD43,,,no_po_line,,
schedule,800,IST3402-210121-2MR,VG62,,,no_po_line,,
schedule,801,IST3201-210121-2BT,5X7,,,no_po_line,,
schedule,802,IST4801-210121-2MR,B46,,,no_po_line,,
schedule,803,IST3001-210121-2MR,3B5,,,no_po_line,,
schedule,804,IST3001-210121-2MR,3B9,,,no_po_line,,
schedule,805,IST3001-210121-2MR,3B8,,,no_po_line,,
schedule,806,IST3402-210121-2MR,VG66,,,no_po_line,,
schedule,807,IST3402-210121-2MR,VG07,,,no_po_line,,
schedule,808,IST3402-210121-2MR,VG87,,,no_po_line,,
schedule,140,PO-MRP002301,BR60,,,no_po_line,,
schedule,809,IST2702-220122-2MR,9O9,,,no_po_line,,
schedule,810,IST3201-220122-2BT,STKM-600 Ø12 X 2.00 X 103,,,no_po_line,,
schedule,811,IST2602-220122-2MR,DF3,,,no_po_line,,
schedule,812,IST3201-220122-2BT,D09,,,no_po_line,,
schedule,813,IST2602-220122-2MR,DZ0,,,no_po_line,,
schedule,814,IST4801-220122-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,815,IST4801-220122-2MR,R40,,,no_po_line,,
schedule,816,IST3201-220122-2BT,R24,,,no_po_line,,
schedule,817,IST3402-220122-2MR,VE87,,,no_po_line,,
schedule,818,IST3402-220122-2MR,SS05,,,no_po_line,,
schedule,819,IST2602-220122-2MR,R28,,,no_po_line,,
schedule,820,IST2702-220122-2MR,STKM-13AC 15.9 X 1.4 X 535.0,,,no_po_line,,
schedule,821,IST2602-220122-2MR,D01,,,no_po_line,,
schedule,822,IST2702-220122-2MR,BK2,,,no_po_line,,
schedule,823,IST2602-220122-2MR,B46,,,no_po_line,,
schedule,824,IST2702-220122-2MR,BK10,,,no_po_line,,
schedule,825,IST2602-220122-2MR,B44,,,no_po_line,,
schedule,826,IST2602-220122-2MR,C31,,,no_po_line,,
schedule,827,IST2602-220122-2MR,STKM 470 12.0 X 2.0 X 597,,,no_po_line,,
schedule,828,IST2702-220122-2MR,BK3,,,no_po_line,,
schedule,829,IST2702-220122-2MR,BK1,,,no_po_line,,
schedule,830,IST4801-220122-2MR,VT3,,,no_po_line,,
schedule,831,IST3201-220122-2BT,5X7,,,no_po_line,,
schedule,832,IST3402-220122-2MR,VG99,,,no_po_line,,
schedule,833,IST2602-220122-2MR,AJ7,,,no_po_line,,
schedule,834,IST3201-220122-2BT,B14,,,no_po_line,,
schedule,835,IST2602-220122-2MR,AJ8,,,no_po_line,,
schedule,836,IST2702-220100-2MR,BK5,,,no_po_line,,
schedule,837,IST2702-220100-2MR,PB5,,,no_po_line,,
schedule,838,IST4901-220100-2MR,PB6,,,no_po_line,,
schedule,839,IST4901-220100-2MR,STKM-13AC 19.1 X 1.6 X 438.0,,,no_po_line,,
schedule,840,IST4901-220100-2MR,STKM-11AC 19.1 X 1.2 X 249.0,,,no_po_line,,
schedule,201,PO-MRP002327,B73,,,no_po_line,,
schedule,203,PO-MRP002327,C13,,,no_po_line,,
schedule,841,IST2602-230123-2MR,DF4,,,no_po_line,,
schedule,842,IST3201-230123-2BT,D09,,,no_po_line,,
schedule,843,IST4901-230123-2MR,SP2,,,no_po_line,,
schedule,844,IST2702-230123-2MR,STKM-13AC 25.4 x 1.40 x 456.6,,,no_po_line,,
schedule,845,IST2702-230123-2MR,SP4,,,no_po_line,,
schedule,846,IST4801-230123-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,847,IST2702-230123-2MR,STKM-13AC 19.1 X 1.6 X 438.0,,,no_po_line,,
schedule,848,IST2602-230123-2MR,D01,,,no_po_line,,
schedule,849,IST2702-230123-2MR,BK2,,,no_po_line,,
schedule,850,IST2702-230123-2MR,BK5,,,no_po_line,,
schedule,851,IST2602-230123-2MR,B44,,,no_po_line,,
schedule,852,IST3201-230123-2BT,STKM-470 Ø14 X 1.35 X 776,,,no_po_line,,
schedule,853,IST2602-230123-2MR,M43,,,no_po_line,,
schedule,854,IST2602-230123-2MR,VT3,,,no_po_line,,
schedule,855,IST3201-230123-2BT,5X7,,,no_po_line,,
schedule,856,IST3201-230123-2BT,B14,,,no_po_line,,
schedule,857,IST2702-230123-2MR,PB5,,,no_po_line,,
schedule,858,IST3402-230123-2MR,VG99,,,no_po_line,,
schedule,859,IST3201-230123-2BT,STKM-800 14.0 x 1.35 x 756.0,,,no_po_line,,
schedule,860,IST2602-230123-2MR,AJ7,,,no_po_line,,
schedule,861,IST2602-230123-2MR,AJ8,,,no_po_line,,
schedule,862,IST2602-230123-2MR,B74,,,no_po_line,,
schedule,863,IST2602-230123-2MR,B69,,,no_po_line,,
schedule,864,IST2602-230123-2MR,DF3,,,no_po_line,,
schedule,865,IST4801-230123-2MR,R40,,,no_po_line,,
schedule,866,IST2702-230123-2MR,BK4,,,no_po_line,,
schedule,867,IST3201-230123-2BT,B18,,,no_po_line,,
schedule,868,IST2702-240124-2MR,SP4,,,no_po_line,,
schedule,869,IST2702-240124-2MR,BK8,,,no_po_line,,
schedule,870,IST2702-240124-2MR,BK5,,,no_po_line,,
schedule,871,IST4801-240124-2MR,DY17,,,no_po_line,,
schedule,872,IST2602-240124-2MR,B57,,,no_po_line,,
schedule,873,IST3201-240124-2BT,C81,,,no_po_line,,
schedule,874,IST2602-240124-2MR,B74,,,no_po_line,,
schedule,875,IST3201-240124-2BT,5X7,,,no_po_line,,
schedule,876,IST4801-240124-2MR,C87,,,no_po_line,,
schedule,877,IST3201-240124-2BT,STKM-800 14.0 x 1.35 x 756.0,,,no_po_line,,
schedule,878,IST2602-240124-2MR,AJ7,,,no_po_line,,
schedule,879,IST2702-240124-2MR,BK1,,,no_po_line,,
schedule,880,IST2702-240124-2MR,BK0,,,no_po_line,,
schedule,881,IST2602-240124-2MR,D01,,,no_po_line,,
schedule,882,IST2602-240124-2MR,AO4,,,no_po_line,,
schedule,883,IST2602-240124-2MR,9J6,,,no_po_line,,
schedule,884,IST2602-240124-2MR,B46,,,no_po_line,,
schedule,885,IST2602-240124-2MR,B69,,,no_po_line,,
schedule,886,IST2702-260125-2MR,SP4,,,no_po_line,,
schedule,887,IST2702-260125-2MR,BK8,,,no_po_line,,
schedule,888,IST2702-260125-2MR,BK5,,,no_po_line,,
schedule,889,IST4801-260125-2MR,STKM-370G 25.4 x 1.6 x 136.3,,,no_po_line,,
schedule,890,IST2602-260125-2MR,B44,,,no_po_line,,
schedule,891,IST2602-260125-2MR,B57,,,no_po_line,,
schedule,892,IST2702-260125-2MR,FP9,,,no_po_line,,
schedule,893,IST2602-260125-2MR,VT3,,,no_po_line,,
schedule,894,IST3201-260125-2BT,5X7,,,no_po_line,,
schedule,895,IST2702-260125-2MR,STKM-11AC 12.0 x 0.8 x 900.0,,,no_po_line,,
schedule,896,IST4901-260125-2MR,SP7,,,no_po_line,,
schedule,897,IST4901-260125-2MR,PB9,,,no_po_line,,
schedule,898,IST2602-260125-2MR,AJ7,,,no_po_line,,
schedule,899,IST2702-260125-2MR,BK1,,,no_po_line,,
schedule,900,IST2702-260125-2MR,BK0,,,no_po_line,,
schedule,901,IST3201-260125-2BT,B14,,,no_po_line,,
schedule,902,IST3201-260125-2BT,B13,,,no_po_line,,
schedule,903,IST3201-260125-2BT,VT5,,,no_po_line,,
schedule,904,IST2702-260125-2MR,9O9,,,no_po_line,,
schedule,905,IST2702-260125-2MR,STKM-13AC 25.4 x 1.40 x 456.6,,,no_po_line,,
schedule,906,IST3201-260125-2BT,B15,,,no_po_line,,
schedule,907,IST3201-260125-2BT,B18,,,no_po_line,,
schedule,908,IST3402-260125-2MR,VG87,,,no_po_line,,
schedule,909,IST3402-260125-2MR,VG07,,,no_po_line,,
schedule,910,IST3201-260100-2BT,B13,,,no_po_line,,
schedule,911,IST3201-260100-2BT,B15,,,no_po_line,,
schedule,912,IST3201-260100-2BT,VT5,,,no_po_line,,
schedule,913,IST2702-260100-2MR,BK4,,,no_po_line,,
schedule,914,IST4901-260100-2MR,STKM-11AC 19.1 X 1.2 X 2197.5,,,no_po_line,,
schedule,915,IST3402-270126-2MR,VG62,,,no_po_line,,
schedule,916,IST2602-270126-2MR,DF3,,,no_po_line,,
schedule,917,IST3201-270126-2BT,D09,,,no_po_line,,
schedule,918,IST3402-270126-2MR,VA65,,,no_po_line,,
schedule,919,IST2702-270126-2MR,SP4,,,no_po_line,,
schedule,920,IST2602-270126-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,921,IST2602-270126-2MR,R40,,,no_po_line,,
schedule,923,IST2702-270126-2MR,BK8,,,no_po_line,,
schedule,924,IST2702-270126-2MR,BK10,,,no_po_line,,
schedule,925,IST2702-270126-2MR,BK5,,,no_po_line,,
schedule,926,IST2602-270126-2MR,B69,,,no_po_line,,
schedule,928,IST3201-270126-2BT,C99,,,no_po_line,,
schedule,929,IST2602-270126-2MR,C31,,,no_po_line,,
schedule,930,IST3201-270126-2BT,C72,,,no_po_line,,
schedule,931,IST3201-270126-2BT,STKM-470 Ø14 X 1.35 X 776,,,no_po_line,,
schedule,932,IST2602-270126-2MR,STKM 470 12.0 X 2.0 X 597,,,no_po_line,,
schedule,933,IST2602-270126-2MR,B46,,,no_po_line,,
schedule,934,IST3201-270126-2BT,5X7,,,no_po_line,,
schedule,935,IST3201-270126-2BT,B15,,,no_po_line,,
schedule,936,IST3402-270126-2MR,VG99,,,no_po_line,,
schedule,937,IST2702-270126-2MR,BK0,,,no_po_line,,
schedule,938,IST2702-270126-2MR,BK1,,,no_po_line,,
schedule,939,IST2602-270126-2MR,AJ7,,,no_po_line,,
schedule,940,IST2602-270126-2MR,AJ8,,,no_po_line,,
schedule,941,IST2702-270100-2MR,BK4,,,no_po_line,,
schedule,671,IST7802-280117-2MR,B69,,,no_po_line,,
schedule,672,IST7802-280117-2MR,DF4,,,no_po_line,,
schedule,673,IST7802-280117-2MR,DF3,,,no_po_line,,
schedule,674,IST7802-280117-2MR,DZ0,,,no_po_line,,
schedule,691,IST7802-280117-2MR,C31,,,no_po_line,,
schedule,922,IST4801-270126-2MR,B47,,,no_po_line,,
schedule,927,IST4801-270126-2MR,C87,,,no_po_line,,
schedule,942,IST7702-280127-2MR,PB1,,,no_po_line,,
schedule,943,IST7802-280127-2MR,9J6,,,no_po_line,,
schedule,944,IST7702-280127-2MR,9O9,,,no_po_line,,
schedule,945,IST3402-280127-2MR,VG99,,,no_po_line,,
schedule,946,IST3402-280127-2MR,VD43,,,no_po_line,,
schedule,947,IST7802-280127-2MR,DF4,,,no_po_line,,
schedule,948,IST3201-280127-2BT,D09,,,no_po_line,,
schedule,949,IST3201-280127-2BT,D10,,,no_po_line,,
schedule,950,IST3402-280127-2MR,VA65,,,no_po_line,,
schedule,951,IST7802-280127-2MR,STKM-550 28.6 X 1.20 X 1497,,,no_po_line,,
schedule,952,IST7802-280127-2MR,R40,,,no_po_line,,
schedule,953,IST3201-280127-2BT,R24,,,no_po_line,,
schedule,954,IST3402-280127-2MR,VD64,,,no_po_line,,
schedule,955,IST3402-280127-2MR,VG62,,,no_po_line,,
schedule,956,IST7702-280127-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,,,no_po_line,,
schedule,957,IST7702-280127-2MR,BK2,,,no_po_line,,
schedule,958,IST7702-280127-2MR,BK10,,,no_po_line,,
schedule,959,IST7702-280127-2MR,BK4,,,no_po_line,,
schedule,960,IST7702-280127-2MR,BK5,,,no_po_line,,
schedule,961,IST3201-280127-2BT,C72,,,no_po_line,,
schedule,962,IST7802-280127-2MR,M43,,,no_po_line,,
schedule,963,IST7702-280127-2MR,STKM-11AC 12.0 x 0.8 x 900.0,,,no_po_line,,
schedule,964,IST3201-280127-2BT,B16,,,no_po_line,,
schedule,965,IST3201-280127-2BT,B13,,,no_po_line,,
schedule,966,IST7702-280127-2MR,BK3,,,no_po_line,,
schedule,967,IST3201-280127-2BT,C99,,,no_po_line,,
schedule,968,IST7802-290128-2MR,DF4,,,no_po_line,,
schedule,969,IST3201-290128-2BT,D09,,,no_po_line,,
schedule,970,IST3201-290128-2BT,D10,,,no_po_line,,
schedule,971,IST7802-290128-2MR,DZ0,,,no_po_line,,
schedule,972,IST4801-290128-2MR,B47,,,no_po_line,,
schedule,973,IST7802-290128-2MR,C75,,,no_po_line,,
schedule,974,IST4901-290128-2MR,STKM-11AC 19.1 X 1.2 X 2197.5,,,no_po_line,,
schedule,975,IST7702-290128-2MR,BK2,,,no_po_line,,
schedule,976,IST7702-290128-2MR,BK10,,,no_po_line,,
schedule,977,IST4801-290128-2MR,DY17,,,no_po_line,,
schedule,978,IST3201-290128-2BT,STKM-470 Ø14 X 1.35 X 776,,,no_po_line,,
schedule,979,IST7802-290128-2MR,B46,,,no_po_line,,
schedule,980,IST3201-290128-2BT,B16,,,no_po_line,,
schedule,981,IST3201-290128-2BT,B13,,,no_po_line,,
schedule,982,IST7702-290128-2MR,BK3,,,no_po_line,,
schedule,983,IST7702-290128-2MR,BK1,,,no_po_line,,
schedule,984,IST3402-290128-2MR,VE87,,,no_po_line,,
schedule,985,IST3201-290128-2BT,STKM-600 Ø12 X 2.00 X 103,,,no_po_line,,
schedule,986,IST4901-290128-2MR,HP8,,,no_po_line,,
schedule,987,IST3402-290128-2MR,VD64,,,no_po_line,,
schedule,988,IST7702-290128-2MR,STKM-13AC 15.9 X 1.4 X 558.0,,,no_po_line,,
schedule,989,IST7702-290128-2MR,PB3,,,no_po_line,,
schedule,990,IST3402-290128-2MR,VG07,,,no_po_line,,
schedule,991,IST3402-290128-2MR,VG67,,,no_po_line,,
schedule,992,IST3402-290128-2MR,VG87,,,no_po_line,,
schedule,993,IST3201-300129-2BT,STKM-600 Ø12 X 2.00 X 103,,,no_po_line,,
schedule,994,IST7802-300129-2MR,DF3,,,no_po_line,,
schedule,995,IST4701-300130-2MR,VG99,,,no_po_line,,
schedule,996,IST3402-300129-2MR,VE87,,,no_po_line,,
schedule,997,IST7802-300129-2MR,STKM 470 12.0 X 2.0 X 597,,,no_po_line,,
schedule,998,IST7702-300100-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,,,no_po_line,,
schedule,999,IST7802-310100-2MR,AJ7,,,no_po_line,,
schedule,1000,IST7802-310100-2MR,AJ8,,,no_po_line,,
schedule,220,PO-MRP002389,BL32,,,no_po_line,,
schedule,221,PO-MRP002389,BL40,,,no_po_line,,
schedule,222,PO-MRP002389,BL45,,,no_po_line,,
schedule,223,PO-MRP002389,BL50,,,no_po_line,,
schedule,225,PO-MRP002389,BL60,,,no_po_line,,
schedule,227,PO-MRP002389,BL70,,,no_po_line,,
schedule,228,PO-MRP002389,BR45,,,no_po_line,,
schedule,229,PO-MRP002389,BR50,,,no_po_line,,
schedule,230,PO-MRP002389,BR60,,,no_po_line,,
schedule,232,PO-MRP002389,R70 WIRE SWM-B Ø7.0 mm CARRER,,,no_po_line,,
schedule,245,PO-MRP002391,BR50,,,no_po_line,,
schedule,246,PO-MRP002391,BR60,,,no_po_line,,
schedule,248,PO-MRP002385,SR40,,,no_po_line,,
schedule,249,PO-MRP002385,CR38,,,no_po_line,,
schedule,251,PO-MRP002385,SR38,,,no_po_line,,
schedule,253,PO-MRP002385,SR45,,,no_po_line,,
schedule,255,PO-MRP002385,SR60,,,no_po_line,,
schedule,258,PO-MRP002385,SR50,,,no_po_line,,
schedule,259,PO-MRP002385,SR23,,,no_po_line,,
schedule,260,PO-MRP002386,SL32,,,no_po_line,,
schedule,261,PO-MRP002386,SL38,,,no_po_line,,
schedule,262,PO-MRP002386,SL40,,,no_po_line,,
schedule,263,PO-MRP002386,SL45,,,no_po_line,,
schedule,264,PO-MRP002388,SB1,,,no_po_line,,
schedule,265,PO-MRP002388,SB5,,,no_po_line,,
schedule,266,PO-MRP002388,SB9,,,no_po_line,,
schedule,267,PO-MRP002388,SB6,,,no_po_line,,
schedule,268,PO-MRP002407,B61,,,no_po_line,,
schedule,270,PO-MRP002407,B73,,,no_po_line,,
schedule,273,PO-MRP002407,C13,,,no_po_line,,
schedule,276,PO-MRP002407,C69,,,no_po_line,,
schedule,278,PO-MRP002407,M69,,,no_po_line,,
schedule,281,PO-MRP002407,VT1,,,no_po_line,,
schedule,283,PO-MRP002407,VT8,,,no_po_line,,
schedule,286,PO-MRP002408,DT18,,,no_po_line,,
schedule,290,PO-MRP002408,DT17,,,no_po_line,,
schedule,295,PO-MRP002408,DT77,,,no_po_line,,
schedule,298,PO-MRP002389,BR50,,,no_po_line,,
schedule,301,PO-MRP002407,B61,,,no_po_line,,
schedule,302,PO-MRP002407,B73,,,no_po_line,,
schedule,303,PO-MRP002407,C13,,,no_po_line,,
schedule,304,PO-MRP002389,BL50,,,no_po_line,,
schedule,307,PO-MRP002385,SR23,,,no_po_line,,
schedule,308,PO-MRP002385,CR38,,,no_po_line,,
schedule,309,PO-MRP002385,SR38,,,no_po_line,,
schedule,310,PO-MRP002385,SR60,,,no_po_line,,
schedule,311,PO-MRP002385,SR40,,,no_po_line,,
schedule,312,PO-MRP002386,SL38,,,no_po_line,,
schedule,313,PO-MRP002386,SL32,,,no_po_line,,
schedule,314,PO-MRP002386,SL40,,,no_po_line,,
schedule,1002,PO-MRP002391,BR50,,,no_po_line,,
schedule,1003,PO-MRP002391,BR60,,,no_po_line,,
schedule,1004,PO-MRP002408,DT18,,,no_po_line,,
schedule,1005,PO-MRP002408,DT17,,,no_po_line,,
schedule,1006,PO-MRP002385,SR23,,,no_po_line,,
schedule,1008,PO-MRP002407,VT8,,,no_po_line,,
schedule,1015,PO-MRP002408,DT77,,,no_po_line,,
schedule,1017,PO-MRP002385,SR60,,,no_po_line,,
schedule,1018,PO-MRP002385,SR38,,,no_po_line,,
schedule,1021,PO-MRP002385,SR38,,,no_po_line,,
schedule,1088,PO-MRP002408,DT18,,,no_po_line,,
schedule,1108,PO-MRP002408,DT18,,,no_po_line,,
schedule,1117,PO-MRP002408,DT18,,,no_po_line,,
