po_number,item_code,total_request_qty,total_received_qty,schedule_count,supplier_hint,first_request_date
IST2601-020101-2MR,B56,338,338,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-020101-2MR,B65,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-020101-2MR,C31,180,180,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-020101-2MR,DF4,450,450,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-020101-2MR,DZ0,217,217,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-020101-2MR,STKM 470 12.0 X 2.0 X 597,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-020101-2MR,VT6,300,300,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2601-030102-2MR,9J6,450,450,1,PT. Indonesian Steel Tube Work,2026-01-03
IST2601-030102-2MR,AO4,900,900,1,PT. Indonesian Steel Tube Work,2026-01-03
IST2601-030102-2MR,DF3,508,508,1,PT. Indonesian Steel Tube Work,2026-01-03
IST2601-030102-2MR,STKM-370G 25.4 x 1.6 x 136.3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-03
IST2601-050100-2MR,B69,900,900,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,B56,169,169,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,B69,300,300,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,C31,360,360,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,DF4,900,900,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,DZ0,217,217,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,STKM 470 12.0 X 2.0 X 597,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-050103-2MR,VT6,300,300,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2601-060104-2MR,B47,500,500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060104-2MR,DZ0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060104-2MR,M43,1400,1400,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060104-2MR,STKM 470 12.0 X 2.0 X 597,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060105-2MR,AJ7,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060105-2MR,B44,750,750,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060105-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060105-2MR,DF4,450,450,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-060105-2MR,VT6,300,300,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2601-070106-2MR,B44,500,500,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2601-070106-2MR,DZ0,217,217,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2601-070106-2MR,STKM 470 12.0 X 2.0 X 597,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2601-080107-2MR,B46,750,750,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2601-080107-2MR,B69,900,900,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2601-080107-2MR,C31,360,360,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2601-080107-2MR,C87,700,700,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2601-080107-2MR,STKM 470 12.0 X 2.0 X 597,2914,2914,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2601-080107-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2601-090108-2MR,B44,500,500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,B46,500,500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,B65,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,B69,600,600,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,C31,500,500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,C75,500,500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,C87,700,700,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,D01,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,DY17,1920,1920,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,DZ0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090108-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090109-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090109-2MR,DF4,1350,1350,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-090109-2MR,VT2,1100,1100,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2601-100110-2MR,AJ8,2700,2700,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-100110-2MR,B46,500,500,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-100110-2MR,B56,169,169,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-100110-2MR,D01,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-100110-2MR,DF3,254,254,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-100110-2MR,DF4,450,450,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-100110-2MR,M43,700,700,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2601-120111-2MR,AJ7,900,900,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2601-120111-2MR,B56,169,169,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2601-120111-2MR,DF3,254,254,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2601-120111-2MR,M43,700,700,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2601-130100-2MR,B46,500,500,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130100-2MR,B69,600,600,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130100-2MR,B74,450,450,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130112-2MR,AJ7,3600,3600,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130112-2MR,AJ8,3600,3600,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130112-2MR,B44,750,750,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130112-2MR,DF3,254,254,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130112-2MR,M43,1050,1050,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-130112-2MR,STKM-370G D25.4X1.6X466,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2601-140113-2MR,AJ7,2790,2790,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,AJ8,2700,2700,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,B46,743,743,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,B57,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,B69,300,300,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,C87,700,700,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,DF4,1350,1350,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,DY17,1280,1280,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,DZ0,217,217,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,R40,381,381,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,STKM 470 12.0 X 2.0 X 597,4500,4500,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-140113-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2601-150115-2MR,AJ7,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,AJ8,2700,2700,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,DF4,900,900,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,DY17,1920,1920,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,DZ0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,R40,254,254,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,STKM-370 25.4 x 1.4 x 973,507,507,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,STKM-550 28.6 X 1.20 X 1497,381,381,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150115-2MR,STKM 470 12.0 X 2.0 X 597,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,B46,500,500,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,B57,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,B69,600,600,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,C31,360,360,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,C75,217,217,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,C87,700,700,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,M43,1400,1400,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-150116-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-15
IST2601-170117-2MR,AJ7,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,B44,250,250,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,B46,750,750,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,C87,350,350,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,DY17,640,640,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,M43,350,350,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,R28,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,R40,381,381,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,STKM-370 25.4 x 1.4 x 973,169,169,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,STKM-550 28.6 X 1.20 X 1497,381,381,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-170117-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-17
IST2601-190118-2MR,AJ7,900,900,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2601-190118-2MR,B44,250,250,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2601-190118-2MR,B46,187,187,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2601-190118-2MR,R28,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2601-190118-2MR,STKM-550 28.6 X 1.20 X 1497,254,254,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2601-200119-2MR,AJ7,900,900,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2601-200119-2MR,AJ8,2700,2700,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2601-200119-2MR,B44,500,500,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2601-200119-2MR,B74,650,650,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2601-200119-2MR,STKM-550 28.6 X 1.20 X 1497,254,254,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2602-190118-2MR,B56,338,338,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2602-190118-2MR,M43,700,700,1,PT. Indonesian Steel Tube Work,2026-01-19
IST2602-200119-2MR,B46,750,750,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2602-200119-2MR,B56,338,338,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2602-200119-2MR,B69,600,600,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2602-200119-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2602-200119-2MR,VT2,1100,1100,1,PT. Indonesian Steel Tube Work,2026-01-20
IST2602-210121-2MR,B44,500,500,1,PT. Indonesian Steel Tube Work,2026-01-21
IST2602-210121-2MR,C31,360,360,1,PT. Indonesian Steel Tube Work,2026-01-21
IST2602-210121-2MR,DZ0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-21
IST2602-220122-2MR,AJ7,900,900,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,AJ8,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,B44,500,500,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,B46,500,500,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,C31,360,360,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,D01,900,900,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,DZ0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,R28,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-220122-2MR,STKM 470 12.0 X 2.0 X 597,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-22
IST2602-230123-2MR,AJ7,2732,2732,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,AJ8,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,B44,750,750,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,B69,600,600,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,B74,750,750,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,D01,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,DF4,1350,1350,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,M43,1400,1400,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-230123-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-23
IST2602-240124-2MR,9J6,150,150,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,AJ7,2700,2700,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,AO4,300,300,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,B46,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,B57,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,B69,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,B74,500,500,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-240124-2MR,D01,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-24
IST2602-260125-2MR,AJ7,900,900,1,PT. Indonesian Steel Tube Work,2026-01-26
IST2602-260125-2MR,B44,1250,1250,1,PT. Indonesian Steel Tube Work,2026-01-26
IST2602-260125-2MR,B57,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-26
IST2602-260125-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-26
IST2602-270126-2MR,AJ7,900,900,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,AJ8,2700,2700,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,B46,500,500,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,B69,300,300,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,C31,500,500,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,R40,127,127,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,STKM-550 28.6 X 1.20 X 1497,127,127,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2602-270126-2MR,STKM 470 12.0 X 2.0 X 597,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-27
IST2701-020101-2MR,9O9,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,BK8,338,338,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,FP9,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,PB5,500,500,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,SP4,500,500,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,SP5,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,STKM-13AC 15.9 X 1.4 X 535.0,300,300,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-020101-2MR,STKM-13AC 19.1 X 2.3 X 996.0,651,651,1,PT. Indonesian Steel Tube Work,2026-01-02
IST2701-030102-2MR,PB1,300,300,1,PT. Indonesian Steel Tube Work,2026-01-03
IST2701-030102-2MR,PB8,450,450,1,PT. Indonesian Steel Tube Work,2026-01-03
IST2701-050103-2MR,9O9,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,BK0,542,542,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,BK1,845,845,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,BK2,676,676,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,BK3,507,507,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,BK8,676,676,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,FP0,500,500,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,FP9,500,500,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,PB5,500,500,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,SP4,250,250,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,SP7,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,STKM-11AC 12.0 x 0.8 x 900.0,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,STKM-11AC 22.2 X 1.2 X 1225.0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,STKM-13AC 15.9 X 1.4 X 535.0,300,300,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-050103-2MR,STKM-13AC 19.1 X 2.3 X 996.0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-05
IST2701-060104-2MR,9O9,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,BK0,542,542,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,BK1,1014,1014,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,BK2,507,507,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,BK3,507,507,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,BK5,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,BK8,507,507,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,SP4,500,500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,SP7,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060104-2MR,STKM-11AC 12.0 x 0.8 x 900.0,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,BK10,676,676,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,BK4,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,FP9,500,500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,PB3,500,500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,SP8,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,STKM-13AC 19.1 X 1.6 X 438.0,500,500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-060105-2MR,STKM-13AC 25.4 x 1.40 x 456.6,500,500,1,PT. Indonesian Steel Tube Work,2026-01-06
IST2701-070106-2MR,9O9,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK0,271,271,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK1,338,338,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK10,845,845,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK2,338,338,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK3,169,169,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK5,900,900,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,BK8,169,169,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,SP4,250,250,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,SP7,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,STKM-13AC 25.4 x 1.40 x 456.6,500,500,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-070106-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,507,507,1,PT. Indonesian Steel Tube Work,2026-01-07
IST2701-080107-2MR,BK1,845,845,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-080107-2MR,BK10,507,507,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-080107-2MR,BK2,338,338,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-080107-2MR,BK3,169,169,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-080107-2MR,BK8,169,169,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-080107-2MR,SP7,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-080107-2MR,STKM-13AC 25.4 x 1.40 x 456.6,500,500,1,PT. Indonesian Steel Tube Work,2026-01-08
IST2701-090108-2MR,BK1,845,845,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,BK2,169,169,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,BK3,338,338,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,FP9,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,HP8,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,PB1,300,300,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,SP7,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090108-2MR,SP8,1427,1427,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090109-2MR,PB3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-090109-2MR,SP2,500,500,1,PT. Indonesian Steel Tube Work,2026-01-09
IST2701-100110-2MR,BK2,338,338,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2701-100110-2MR,BK3,338,338,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2701-100110-2MR,BK5,600,600,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2701-100110-2MR,FP9,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2701-100110-2MR,PB1,600,600,1,PT. Indonesian Steel Tube Work,2026-01-10
IST2701-120111-2MR,BK0,542,542,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,BK1,507,507,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,BK10,507,507,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,BK2,338,338,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,BK3,507,507,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,BK4,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,BK5,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,SP4,500,500,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,STKM-13AC 15.9 X 1.4 X 558.0,300,300,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-120111-2MR,STKM-13AC 25.4 x 1.40 x 456.6,500,500,1,PT. Indonesian Steel Tube Work,2026-01-12
IST2701-130112-2MR,BK0,813,813,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK1,1014,1014,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK10,676,676,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK2,676,676,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK3,845,845,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK4,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK5,600,600,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,BK8,676,676,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-130112-2MR,STKM-13AC 15.9 X 1.4 X 535.0,600,600,1,PT. Indonesian Steel Tube Work,2026-01-13
IST2701-140113-2MR,FP9,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,PB8,750,750,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,SP4,500,500,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,SP5,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,STKM-11AC 12.0 x 0.8 x 900.0,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,STKM-11AC 22.2 X 1.2 X 1225.0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,STKM-13AC 19.1 X 1.6 X 438.0,625,625,1,PT. Indonesian Steel Tube Work,2026-01-14
IST2701-140113-2MR,STKM-13AC 19.1 X 2.3 X 996.0,651,651,1,PT. Indonesian Steel Tube Work,2026-01-14
