po_number,item_code,total_request_qty,total_received_qty,schedule_count,supplier_hint,first_request_date
IST3201-270126-2BT,C72,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3201-270126-2BT,C99,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3201-270126-2BT,D09,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3201-270126-2BT,STKM-470 Ø14 X 1.35 X 776,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3201-280127-2BT,B13,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-280127-2BT,B16,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-280127-2BT,C72,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-280127-2BT,C99,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-280127-2BT,D09,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-280127-2BT,D10,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-280127-2BT,R24,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3201-290128-2BT,B13,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3201-290128-2BT,B16,452,452,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3201-290128-2BT,D09,455,455,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3201-290128-2BT,D10,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3201-290128-2BT,STKM-470 Ø14 X 1.35 X 776,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3201-290128-2BT,STKM-600 Ø12 X 2.00 X 103,2400,2400,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3201-300129-2BT,STKM-600 Ø12 X 2.00 X 103,600,600,1,PT. Indonesian Steel Tube Work,2026-01-30
IST3402-150100-2MR,VA65,845,845,1,PT. Indonesian Steel Tube Work,2026-01-15
IST3402-150100-2MR,VG62,750,750,1,PT. Indonesian Steel Tube Work,2026-01-15
IST3402-170117-2MR,VD03,900,900,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VD43,434,434,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VD64,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VE87,1212,1212,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VG07,517,517,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VG62,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VG66,217,217,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VG67,434,434,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-170117-2MR,VG99,1146,1146,1,PT. Indonesian Steel Tube Work,2026-01-17
IST3402-190118-2MR,VD03,900,900,1,PT. Indonesian Steel Tube Work,2026-01-19
IST3402-190118-2MR,VD43,434,434,1,PT. Indonesian Steel Tube Work,2026-01-19
IST3402-190118-2MR,VD64,1250,1250,1,PT. Indonesian Steel Tube Work,2026-01-19
IST3402-190118-2MR,VE87,1302,1302,1,PT. Indonesian Steel Tube Work,2026-01-19
IST3402-190118-2MR,VG99,703,703,1,PT. Indonesian Steel Tube Work,2026-01-19
IST3402-200119-2MR,VA65,676,676,1,PT. Indonesian Steel Tube Work,2026-01-20
IST3402-200119-2MR,VD43,651,651,1,PT. Indonesian Steel Tube Work,2026-01-20
IST3402-200119-2MR,VD64,250,250,1,PT. Indonesian Steel Tube Work,2026-01-20
IST3402-200119-2MR,VE87,1519,1519,1,PT. Indonesian Steel Tube Work,2026-01-20
IST3402-200119-2MR,VG99,900,900,1,PT. Indonesian Steel Tube Work,2026-01-20
IST3402-210121-2MR,VD43,217,217,1,PT. Indonesian Steel Tube Work,2026-01-21
IST3402-210121-2MR,VG07,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-21
IST3402-210121-2MR,VG62,487,487,1,PT. Indonesian Steel Tube Work,2026-01-21
IST3402-210121-2MR,VG66,434,434,1,PT. Indonesian Steel Tube Work,2026-01-21
IST3402-210121-2MR,VG87,507,507,1,PT. Indonesian Steel Tube Work,2026-01-21
IST3402-220122-2MR,SS05,217,217,1,PT. Indonesian Steel Tube Work,2026-01-22
IST3402-220122-2MR,VE87,217,217,1,PT. Indonesian Steel Tube Work,2026-01-22
IST3402-220122-2MR,VG99,300,300,1,PT. Indonesian Steel Tube Work,2026-01-22
IST3402-230123-2MR,VG99,294,294,1,PT. Indonesian Steel Tube Work,2026-01-23
IST3402-260125-2MR,VG07,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-26
IST3402-260125-2MR,VG87,845,845,1,PT. Indonesian Steel Tube Work,2026-01-26
IST3402-270126-2MR,VA65,676,676,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3402-270126-2MR,VG62,750,750,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3402-270126-2MR,VG99,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-27
IST3402-280127-2MR,VA65,507,507,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3402-280127-2MR,VD43,217,217,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3402-280127-2MR,VD64,500,500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3402-280127-2MR,VG62,500,500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3402-280127-2MR,VG99,600,600,1,PT. Indonesian Steel Tube Work,2026-01-28
IST3402-290128-2MR,VD64,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3402-290128-2MR,VE87,1302,1302,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3402-290128-2MR,VG07,1200,1200,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3402-290128-2MR,VG67,651,651,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3402-290128-2MR,VG87,507,507,1,PT. Indonesian Steel Tube Work,2026-01-29
IST3402-300129-2MR,VE87,1302,1302,1,PT. Indonesian Steel Tube Work,2026-01-30
IST4701-190100-2MR,SS05,217,217,1,PT. Indonesian Steel Tube Work,2026-01-19
IST4701-300130-2MR,VG99,300,300,1,PT. Indonesian Steel Tube Work,2026-01-30
IST4801-210121-2MR,B46,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-21
IST4801-210121-2MR,B47,500,500,1,PT. Indonesian Steel Tube Work,2026-01-21
IST4801-210121-2MR,STKM-550 28.6 X 1.20 X 1497,254,254,1,PT. Indonesian Steel Tube Work,2026-01-21
IST4801-220122-2MR,R40,381,381,1,PT. Indonesian Steel Tube Work,2026-01-22
IST4801-220122-2MR,STKM-550 28.6 X 1.20 X 1497,127,127,1,PT. Indonesian Steel Tube Work,2026-01-22
IST4801-220122-2MR,VT3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-22
IST4801-230123-2MR,R40,508,508,1,PT. Indonesian Steel Tube Work,2026-01-23
IST4801-230123-2MR,STKM-550 28.6 X 1.20 X 1497,254,254,1,PT. Indonesian Steel Tube Work,2026-01-23
IST4801-240124-2MR,C87,700,700,1,PT. Indonesian Steel Tube Work,2026-01-24
IST4801-240124-2MR,DY17,1920,1920,1,PT. Indonesian Steel Tube Work,2026-01-24
IST4801-260125-2MR,STKM-370G 25.4 x 1.6 x 136.3,500,500,1,PT. Indonesian Steel Tube Work,2026-01-26
IST4801-270126-2MR,B47,500,500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST4801-270126-2MR,C87,350,350,1,PT. Indonesian Steel Tube Work,2026-01-28
IST4801-290128-2MR,B47,500,500,1,PT. Indonesian Steel Tube Work,2026-01-29
IST4801-290128-2MR,DY17,1280,1280,1,PT. Indonesian Steel Tube Work,2026-01-29
IST4901-200100-2MR,BK9,1250,1250,1,PT. Indonesian Steel Tube Work,2026-01-20
IST4901-210121-2MR,FP0,500,500,1,PT. Indonesian Steel Tube Work,2026-01-21
IST4901-220100-2MR,PB6,1014,1014,1,PT. Indonesian Steel Tube Work,2026-01-22
IST4901-220100-2MR,STKM-11AC 19.1 X 1.2 X 249.0,750,1500,1,PT. Indonesian Steel Tube Work,2026-01-22
IST4901-220100-2MR,STKM-13AC 19.1 X 1.6 X 438.0,250,250,1,PT. Indonesian Steel Tube Work,2026-01-22
IST4901-230123-2MR,SP2,500,500,1,PT. Indonesian Steel Tube Work,2026-01-23
IST4901-260100-2MR,STKM-11AC 19.1 X 1.2 X 2197.5,240,240,1,PT. Indonesian Steel Tube Work,2026-01-26
IST4901-260125-2MR,PB9,381,381,1,PT. Indonesian Steel Tube Work,2026-01-26
IST4901-260125-2MR,SP7,3000,3000,1,PT. Indonesian Steel Tube Work,2026-01-26
IST4901-290128-2MR,HP8,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-29
IST4901-290128-2MR,STKM-11AC 19.1 X 1.2 X 2197.5,120,120,1,PT. Indonesian Steel Tube Work,2026-01-29
IST5301-130112-2MR,3B5,170,170,1,PT. Indonesian Steel Tube Work,2026-01-13
IST5301-130112-2MR,3B8,220,220,1,PT. Indonesian Steel Tube Work,2026-01-13
IST5301-130112-2MR,3B9,170,170,1,PT. Indonesian Steel Tube Work,2026-01-13
IST7702-280127-2MR,9O9,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,BK10,1183,1183,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,BK2,845,845,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,BK3,845,845,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,BK4,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,BK5,250,250,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,PB1,600,600,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,STKM-11AC 12.0 x 0.8 x 900.0,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-280127-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,338,338,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7702-290128-2MR,BK1,845,845,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7702-290128-2MR,BK10,507,507,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7702-290128-2MR,BK2,507,507,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7702-290128-2MR,BK3,169,169,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7702-290128-2MR,PB3,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7702-290128-2MR,STKM-13AC 15.9 X 1.4 X 558.0,300,300,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7702-300100-2MR,STKM-13AC 25.4 X 2.0 X 1680.0,338,338,1,PT. Indonesian Steel Tube Work,2026-01-30
IST7802-280117-2MR,B69,600,600,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280117-2MR,C31,360,360,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280117-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280117-2MR,DF4,450,450,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280117-2MR,DZ0,217,217,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280127-2MR,9J6,213,213,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280127-2MR,DF4,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280127-2MR,M43,1400,1400,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280127-2MR,R40,254,254,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-280127-2MR,STKM-550 28.6 X 1.20 X 1497,254,254,1,PT. Indonesian Steel Tube Work,2026-01-28
IST7802-290128-2MR,B46,1000,1000,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7802-290128-2MR,C75,250,250,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7802-290128-2MR,DF4,1350,1350,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7802-290128-2MR,DZ0,434,434,1,PT. Indonesian Steel Tube Work,2026-01-29
IST7802-300129-2MR,DF3,381,381,1,PT. Indonesian Steel Tube Work,2026-01-30
IST7802-300129-2MR,STKM 470 12.0 X 2.0 X 597,1500,1500,1,PT. Indonesian Steel Tube Work,2026-01-30
IST7802-310100-2MR,AJ7,1800,1800,1,PT. Indonesian Steel Tube Work,2026-01-31
IST7802-310100-2MR,AJ8,1612,1612,1,PT. Indonesian Steel Tube Work,2026-01-31
PO-INIT-001,TEST-KB-001,100,0,1,SUP-TEST,2026-02-07
PO-INIT-20260207135200,TEST-KB-20260207135200,100,100,1,SUP-TEST,2026-02-07
PO-INIT-20260207135643,TEST-KB-20260207135643,100,100,1,SUP-TEST,2026-02-07
PO-MRP002186,B61,2600,0,2,PT. SRIREJEKI PERDANA STEEL,2026-01-12
PO-MRP002186,B73,3250,0,3,PT. SRIREJEKI PERDANA STEEL,2026-01-08
PO-MRP002186,C13,5200,0,4,PT. SRIREJEKI PERDANA STEEL,2026-01-12
PO-MRP002186,C69,2600,0,2,PT. SRIREJEKI PERDANA STEEL,2026-01-08
PO-MRP002186,M69,5000,0,3,PT. SRIREJEKI PERDANA STEEL,2026-01-08
PO-MRP002186,VT1,1200,0,3,PT. SRIREJEKI PERDANA STEEL,2026-01-08
PO-MRP002186,VT8,5200,0,4,PT. SRIREJEKI PERDANA STEEL,2026-01-08
PO-MRP002283,CR38,1500,0,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-14
PO-MRP002283,SR23,3750,0,3,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-13
PO-MRP002283,SR30 WIRE SWB Ø 3.0 mm CARRER,250,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-13
PO-MRP002283,SR38,2500,0,3,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-14
PO-MRP002283,SR40,500,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-13
PO-MRP002283,SR50,200,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-13
PO-MRP002283,SR60,500,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-14
PO-MRP002283,SR65,600,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-13
PO-MRP002284,SL32,250,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-12
PO-MRP002284,SL38,1750,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-12
PO-MRP002284,SL40,1250,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-12
PO-MRP002284,SL45,500,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-12
PO-MRP002284,SR20,750,0,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-01-13
PO-MRP002299,BR40,1500,0,1,MEGA PRATAMA FERINDO,2026-01-14
PO-MRP002299,BR50,2000,0,1,MEGA PRATAMA FERINDO,2026-01-14
PO-MRP002299,BR60,3000,0,1,MEGA PRATAMA FERINDO,2026-01-14
PO-MRP002299,BR70,1000,0,1,MEGA PRATAMA FERINDO,2026-01-14
PO-MRP002300,BR50,1500,0,2,PT MULTI STEEL DILUCT,2026-01-16
PO-MRP002300,BR60,4500,0,3,PT MULTI STEEL DILUCT,2026-01-16
PO-MRP002301,BR40,500,0,1,PT. IRON WIRE WORK INDONESIA,2026-01-13
PO-MRP002301,BR45,1500,0,2,PT. IRON WIRE WORK INDONESIA,2026-01-13
PO-MRP002301,BR50,2500,0,2,PT. IRON WIRE WORK INDONESIA,2026-01-13
PO-MRP002301,BR60,3500,0,4,PT. IRON WIRE WORK INDONESIA,2026-01-13
PO-MRP002301,BR70,1500,0,2,PT. IRON WIRE WORK INDONESIA,2026-01-13
PO-MRP002301,BR80,1200,0,1,PT. IRON WIRE WORK INDONESIA,2026-01-13
PO-MRP002302,BL32,400,0,1,CV. MAHKOTA,2026-01-13
PO-MRP002302,BL40,200,0,1,CV. MAHKOTA,2026-01-13
PO-MRP002302,BL50,3200,0,1,CV. MAHKOTA,2026-01-13
PO-MRP002302,BL60,1000,0,1,CV. MAHKOTA,2026-01-13
PO-MRP002302,BR45,500,0,1,CV. MAHKOTA,2026-01-13
PO-MRP002327,B61,650,0,1,PT. SRIREJEKI PERDANA STEEL,2026-01-19
PO-MRP002327,B73,3900,0,3,PT. SRIREJEKI PERDANA STEEL,2026-01-19
PO-MRP002327,C13,1300,0,2,PT. SRIREJEKI PERDANA STEEL,2026-01-21
PO-MRP002327,C69,1300,0,1,PT. SRIREJEKI PERDANA STEEL,2026-01-19
PO-MRP002327,M69,5000,0,2,PT. SRIREJEKI PERDANA STEEL,2026-01-19
PO-MRP002327,VT8,1242,58,3,PT. SRIREJEKI PERDANA STEEL,2026-01-19
PO-MRP002385,CR38,4957,3541,4,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR20,500,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-05
PO-MRP002385,SR23,7058,3558,3,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR38,6335,4335,5,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR40,955,455,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR45,1934,1941,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR50,100,100,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR60,4517,2812,5,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002385,SR65,600,0,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-05
PO-MRP002386,SL32,970,470,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002386,SL38,2295,795,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002386,SL40,2475,1225,2,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002386,SL45,500,500,1,PT. SUMIDEN SERASI WIRE PRODUCTS,2026-02-02
PO-MRP002387,BR10,1800,2007,2,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR35,100,100,1,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR40,500,520,1,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR45,1000,1046,1,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR50,2015,2015,2,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR60,4500,4546,3,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR70,1000,1020,1,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002387,BR80,2237,1037,2,PT. IRON WIRE WORK INDONESIA,2026-02-05
PO-MRP002388,SB1,3100,3100,1,CV. MAHKOTA,2026-02-02
PO-MRP002388,SB5,5000,5000,1,CV. MAHKOTA,2026-02-02
PO-MRP002388,SB6,200,200,1,CV. MAHKOTA,2026-02-02
PO-MRP002388,SB9,1000,1000,1,CV. MAHKOTA,2026-02-02
PO-MRP002389,BL32,400,400,1,CV. MAHKOTA,2026-02-02
PO-MRP002389,BL40,200,200,1,CV. MAHKOTA,2026-02-02
PO-MRP002389,BL45,200,200,1,CV. MAHKOTA,2026-02-02
PO-MRP002389,BL50,4458,4479,3,CV. MAHKOTA,2026-02-02
PO-MRP002389,BL60,3000,3002,2,CV. MAHKOTA,2026-02-02
PO-MRP002389,BL70,1356,1356,1,CV. MAHKOTA,2026-02-02
PO-MRP002389,BR45,500,500,1,CV. MAHKOTA,2026-02-02
PO-MRP002389,BR50,1503,1503,2,CV. MAHKOTA,2026-02-02
PO-MRP002389,BR60,2957,2957,3,CV. MAHKOTA,2026-02-02
PO-MRP002389,R70 WIRE SWM-B Ø7.0 mm CARRER,499,499,1,CV. MAHKOTA,2026-02-02
PO-MRP002390,BR10,6500,1511,6,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002390,BR45,2400,2527,2,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002390,BR50,2629,2500,4,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002390,BR60,5931,4527,6,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002390,BR70,500,490,1,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002390,R20 WIRE SWM-B Ø2.0 mm Coil,400,415,1,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002390,R40,1586,1007,3,MEGA PRATAMA FERINDO,2026-02-09
PO-MRP002391,BR50,3000,1403,2,PT MULTI STEEL DILUCT,2026-02-02
PO-MRP002391,BR60,6000,2950,2,PT MULTI STEEL DILUCT,2026-02-02
PO-MRP002407,B61,5438,3250,7,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002407,B73,4408,3249,8,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002407,C13,5200,4549,4,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002407,C69,1950,1950,2,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002407,M69,5000,5000,3,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002407,VT1,584,584,2,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002407,VT8,4550,5200,4,PT. SRIREJEKI PERDANA STEEL (SPS ),2026-02-02
PO-MRP002408,DT17,27000,17000,7,"TOYOTA TSUSHO INDONESIA, PT (TTI )",2026-02-02
PO-MRP002408,DT18,30000,14000,9,"TOYOTA TSUSHO INDONESIA, PT (TTI )",2026-02-02
PO-MRP002408,DT77,6000,1000,3,"TOYOTA TSUSHO INDONESIA, PT (TTI )",2026-02-02
PO-MRP002496,B61,2600,1895,2,PT. SRIREJEKI PERDANA STEEL,2026-02-16
PO-MRP002496,B73,3900,3900,4,PT. SRIREJEKI PERDANA STEEL,2026-02-16
PO-MRP002496,C69,2600,2600,2,PT. SRIREJEKI PERDANA STEEL,2026-02-16
PO-MRP002496,M69,4378,1622,4,PT. SRIREJEKI PERDANA STEEL,2026-02-16
PO-MRP002496,VT1,800,800,2,PT. SRIREJEKI PERDANA STEEL,2026-02-14
PO-MRP002496,VT8,5899,5133,4,PT. SRIREJEKI PERDANA STEEL,2026-02-16
PO-MRP002499,DT17,20000,13000,4,"TOYOTA TSUSHO INDONESIA, PT (TTI )",2026-02-13
PO-MRP002499,DT18,1000,0,1,"TOYOTA TSUSHO INDONESIA, PT (TTI )",2026-02-20
PO-MRP002499,DT77,5000,5000,3,"TOYOTA TSUSHO INDONESIA, PT (TTI )",2026-02-13
PO-MRP002539,BR10,500,500,1,MEGA PRATAMA FERINDO,2026-02-14
PO-MRP002539,BR40,1200,1200,1,MEGA PRATAMA FERINDO,2026-02-14
PO-MRP002539,BR45,3295,1505,2,MEGA PRATAMA FERINDO,2026-02-14
PO-MRP002539,BR50,1000,1000,1,MEGA PRATAMA FERINDO,2026-02-14
PO-MRP002539,BR60,1500,1500,2,MEGA PRATAMA FERINDO,2026-02-14
PO-MRP002539,BR70,1000,1000,2,MEGA PRATAMA FERINDO,2026-02-14
PO-MRP002540,BR50,2000,1944,1,PT MULTI STEEL DILUCT,2026-02-14
PO-MRP002540,BR60,8030,6379,3,PT MULTI STEEL DILUCT,2026-02-14
PO-MRP002541,BR10,1800,1452,1,PT. IRON WIRE WORK INDONESIA,2026-02-20
PO-MRP002541,BR40,500,504,1,PT. IRON WIRE WORK INDONESIA,2026-02-18
PO-MRP002541,BR45,1500,1542,1,PT. IRON WIRE WORK INDONESIA,2026-02-18
PO-MRP002541,BR50,7499,3095,7,PT. IRON WIRE WORK INDONESIA,2026-02-18
PO-MRP002541,BR60,10472,5024,6,PT. IRON WIRE WORK INDONESIA,2026-02-18
PO-MRP002541,BR70,1500,1523,1,PT. IRON WIRE WORK INDONESIA,2026-02-18
PO-MRP002541,BR80,600,0,1,PT. IRON WIRE WORK INDONESIA,2026-02-18
PO-REPLENISH-001,TEST-KB-001,10,0,1,SUP-TEST,2026-02-07
PO-REPLENISH-20260207135200,TEST-KB-20260207135200,10,10,1,SUP-TEST,2026-02-07
PO-REPLENISH-20260207135643,TEST-KB-20260207135643,10,10,1,SUP-TEST,2026-02-07
PRL0045966,B56,338,338,1,PT. Indonesian Steel Tube Work,2025-11-29
